41720.0, 179, 4
P-92, NONE, -1, -1, -1, -1, -1, -1
P-93, NONE, -1, -1, -1, -1, -1, -1
P-95, NONE, -1, -1, -1, -1, -1, -1
P-96, NONE, -1, -1, -1, -1, -1, -1
P-97, NONE, -1, -1, -1, -1, -1, -1
P-98, NONE, -1, -1, -1, -1, -1, -1
P-99, NONE, -1, -1, -1, -1, -1, -1
P-100, NONE, -1, -1, -1, -1, -1, -1
P-101, NONE, -1, -1, -1, -1, -1, -1
P-102, NONE, -1, -1, -1, -1, -1, -1
P-104, NONE, -1, -1, -1, -1, -1, -1
P-107, NONE, -1, -1, -1, -1, -1, -1
P-108, NONE, -1, -1, -1, -1, -1, -1
P-110, NONE, -1, -1, -1, -1, -1, -1
P-111, NONE, -1, -1, -1, -1, -1, -1
P-113, NONE, -1, -1, -1, -1, -1, -1
P-114, NONE, -1, -1, -1, -1, -1, -1
P-115, NONE, -1, -1, -1, -1, -1, -1
P-116, NONE, -1, -1, -1, -1, -1, -1
P-118, NONE, -1, -1, -1, -1, -1, -1
P-120, NONE, -1, -1, -1, -1, -1, -1
P-121, NONE, -1, -1, -1, -1, -1, -1
P-122, NONE, -1, -1, -1, -1, -1, -1
P-127, NONE, -1, -1, -1, -1, -1, -1
P-128, NONE, -1, -1, -1, -1, -1, -1
P-131, NONE, -1, -1, -1, -1, -1, -1
P-132, NONE, -1, -1, -1, -1, -1, -1
P-135, NONE, -1, -1, -1, -1, -1, -1
P-137, NONE, -1, -1, -1, -1, -1, -1
P-138, NONE, -1, -1, -1, -1, -1, -1
P-140, NONE, -1, -1, -1, -1, -1, -1
P-141, NONE, -1, -1, -1, -1, -1, -1
P-143, NONE, -1, -1, -1, -1, -1, -1
P-144, NONE, -1, -1, -1, -1, -1, -1
P-146, NONE, -1, -1, -1, -1, -1, -1
P-149, NONE, -1, -1, -1, -1, -1, -1
P-151, NONE, -1, -1, -1, -1, -1, -1
P-152, NONE, -1, -1, -1, -1, -1, -1
P-153, NONE, -1, -1, -1, -1, -1, -1
P-154, NONE, -1, -1, -1, -1, -1, -1
P-155, NONE, -1, -1, -1, -1, -1, -1
P-156, NONE, -1, -1, -1, -1, -1, -1
P-158, NONE, -1, -1, -1, -1, -1, -1
P-159, NONE, -1, -1, -1, -1, -1, -1
P-160, NONE, -1, -1, -1, -1, -1, -1
P-161, NONE, -1, -1, -1, -1, -1, -1
P-166, NONE, -1, -1, -1, -1, -1, -1
P-167, NONE, -1, -1, -1, -1, -1, -1
P-169, NONE, -1, -1, -1, -1, -1, -1
P-170, NONE, -1, -1, -1, -1, -1, -1
P-171, NONE, -1, -1, -1, -1, -1, -1
P-172, NONE, -1, -1, -1, -1, -1, -1
P-173, NONE, -1, -1, -1, -1, -1, -1
P-174, NONE, -1, -1, -1, -1, -1, -1
P-175, NONE, -1, -1, -1, -1, -1, -1
P-176, NONE, -1, -1, -1, -1, -1, -1
P-178, NONE, -1, -1, -1, -1, -1, -1
P-179, NONE, -1, -1, -1, -1, -1, -1
P-182, NONE, -1, -1, -1, -1, -1, -1
P-184, NONE, -1, -1, -1, -1, -1, -1
P-185, NONE, -1, -1, -1, -1, -1, -1
P-186, NONE, -1, -1, -1, -1, -1, -1
P-189, NONE, -1, -1, -1, -1, -1, -1
P-190, NONE, -1, -1, -1, -1, -1, -1
P-191, NONE, -1, -1, -1, -1, -1, -1
P-192, NONE, -1, -1, -1, -1, -1, -1
P-193, NONE, -1, -1, -1, -1, -1, -1
P-194, NONE, -1, -1, -1, -1, -1, -1
P-195, NONE, -1, -1, -1, -1, -1, -1
P-196, NONE, -1, -1, -1, -1, -1, -1
P-197, NONE, -1, -1, -1, -1, -1, -1
P-198, NONE, -1, -1, -1, -1, -1, -1
P-200, NONE, -1, -1, -1, -1, -1, -1
P-201, NONE, -1, -1, -1, -1, -1, -1
P-203, NONE, -1, -1, -1, -1, -1, -1
P-204, NONE, -1, -1, -1, -1, -1, -1
P-208, NONE, -1, -1, -1, -1, -1, -1
P-209, NONE, -1, -1, -1, -1, -1, -1
P-210, NONE, -1, -1, -1, -1, -1, -1
P-213, NONE, -1, -1, -1, -1, -1, -1
P-218, NONE, -1, -1, -1, -1, -1, -1
P-220, NONE, -1, -1, -1, -1, -1, -1
P-223, NONE, -1, -1, -1, -1, -1, -1
P-225, NONE, -1, -1, -1, -1, -1, -1
P-227, NONE, -1, -1, -1, -1, -1, -1
P-228, NONE, -1, -1, -1, -1, -1, -1
P-229, NONE, -1, -1, -1, -1, -1, -1
P-230, NONE, -1, -1, -1, -1, -1, -1
P-231, NONE, -1, -1, -1, -1, -1, -1
P-233, NONE, -1, -1, -1, -1, -1, -1
P-234, NONE, -1, -1, -1, -1, -1, -1
P-235, NONE, -1, -1, -1, -1, -1, -1
P-237, NONE, -1, -1, -1, -1, -1, -1
P-239, NONE, -1, -1, -1, -1, -1, -1
P-240, NONE, -1, -1, -1, -1, -1, -1
P-241, NONE, -1, -1, -1, -1, -1, -1
P-242, NONE, -1, -1, -1, -1, -1, -1
P-243, NONE, -1, -1, -1, -1, -1, -1
P-244, NONE, -1, -1, -1, -1, -1, -1
P-245, NONE, -1, -1, -1, -1, -1, -1
P-246, NONE, -1, -1, -1, -1, -1, -1
P-247, NONE, -1, -1, -1, -1, -1, -1
P-248, NONE, -1, -1, -1, -1, -1, -1
P-249, NONE, -1, -1, -1, -1, -1, -1
P-250, NONE, -1, -1, -1, -1, -1, -1
P-251, NONE, -1, -1, -1, -1, -1, -1
P-253, NONE, -1, -1, -1, -1, -1, -1
P-254, NONE, -1, -1, -1, -1, -1, -1
P-256, NONE, -1, -1, -1, -1, -1, -1
P-257, NONE, -1, -1, -1, -1, -1, -1
P-258, NONE, -1, -1, -1, -1, -1, -1
P-259, NONE, -1, -1, -1, -1, -1, -1
P-261, NONE, -1, -1, -1, -1, -1, -1
P-262, NONE, -1, -1, -1, -1, -1, -1
P-263, NONE, -1, -1, -1, -1, -1, -1
P-267, NONE, -1, -1, -1, -1, -1, -1
P-268, NONE, -1, -1, -1, -1, -1, -1
P-269, NONE, -1, -1, -1, -1, -1, -1
P-276, NONE, -1, -1, -1, -1, -1, -1
P-278, NONE, -1, -1, -1, -1, -1, -1
P-279, NONE, -1, -1, -1, -1, -1, -1
P-281, NONE, -1, -1, -1, -1, -1, -1
P-286, NONE, -1, -1, -1, -1, -1, -1
P-287, NONE, -1, -1, -1, -1, -1, -1
P-288, NONE, -1, -1, -1, -1, -1, -1
P-289, NONE, -1, -1, -1, -1, -1, -1
P-290, NONE, -1, -1, -1, -1, -1, -1
P-292, NONE, -1, -1, -1, -1, -1, -1
P-293, NONE, -1, -1, -1, -1, -1, -1
P-294, NONE, -1, -1, -1, -1, -1, -1
P-296, NONE, -1, -1, -1, -1, -1, -1
P-298, NONE, -1, -1, -1, -1, -1, -1
P-301, NONE, -1, -1, -1, -1, -1, -1
P-302, NONE, -1, -1, -1, -1, -1, -1
P-303, NONE, -1, -1, -1, -1, -1, -1
P-305, NONE, -1, -1, -1, -1, -1, -1
P-306, NONE, -1, -1, -1, -1, -1, -1
P-307, NONE, -1, -1, -1, -1, -1, -1
P-308, NONE, -1, -1, -1, -1, -1, -1
P-309, NONE, -1, -1, -1, -1, -1, -1
P-311, NONE, -1, -1, -1, -1, -1, -1
P-312, NONE, -1, -1, -1, -1, -1, -1
P-313, NONE, -1, -1, -1, -1, -1, -1
P-314, NONE, -1, -1, -1, -1, -1, -1
P-315, NONE, -1, -1, -1, -1, -1, -1
P-316, NONE, -1, -1, -1, -1, -1, -1
P-317, NONE, -1, -1, -1, -1, -1, -1
P-318, NONE, -1, -1, -1, -1, -1, -1
P-321, NONE, -1, -1, -1, -1, -1, -1
P-322, NONE, -1, -1, -1, -1, -1, -1
P-323, NONE, -1, -1, -1, -1, -1, -1
P-325, NONE, -1, -1, -1, -1, -1, -1
P-326, NONE, -1, -1, -1, -1, -1, -1
P-327, NONE, -1, -1, -1, -1, -1, -1
P-328, NONE, -1, -1, -1, -1, -1, -1
P-330, NONE, -1, -1, -1, -1, -1, -1
P-331, NONE, -1, -1, -1, -1, -1, -1
P-332, NONE, -1, -1, -1, -1, -1, -1
P-334, NONE, -1, -1, -1, -1, -1, -1
P-335, NONE, -1, -1, -1, -1, -1, -1
P-336, NONE, -1, -1, -1, -1, -1, -1
P-338, NONE, -1, -1, -1, -1, -1, -1
P-339, NONE, -1, -1, -1, -1, -1, -1
P-340, NONE, -1, -1, -1, -1, -1, -1
P-341, NONE, -1, -1, -1, -1, -1, -1
P-342, NONE, -1, -1, -1, -1, -1, -1
P-343, NONE, -1, -1, -1, -1, -1, -1
P-344, NONE, -1, -1, -1, -1, -1, -1
P-347, NONE, -1, -1, -1, -1, -1, -1
P-348, NONE, -1, -1, -1, -1, -1, -1
P-349, NONE, -1, -1, -1, -1, -1, -1
P-351, NONE, -1, -1, -1, -1, -1, -1
P-354, NONE, -1, -1, -1, -1, -1, -1
P-355, NONE, -1, -1, -1, -1, -1, -1
P-358, NONE, -1, -1, -1, -1, -1, -1
P-359, NONE, -1, -1, -1, -1, -1, -1
P-361, NONE, -1, -1, -1, -1, -1, -1
P-362, NONE, -1, -1, -1, -1, -1, -1
P-363, NONE, -1, -1, -1, -1, -1, -1
P-364, NONE, -1, -1, -1, -1, -1, -1
P-367, NONE, -1, -1, -1, -1, -1, -1
P-368, NONE, -1, -1, -1, -1, -1, -1
P-369, NONE, -1, -1, -1, -1, -1, -1
P-370, NONE, -1, -1, -1, -1, -1, -1
P-371, NONE, -1, -1, -1, -1, -1, -1
P-372, NONE, -1, -1, -1, -1, -1, -1
P-373, NONE, -1, -1, -1, -1, -1, -1
P-374, NONE, -1, -1, -1, -1, -1, -1
P-375, NONE, -1, -1, -1, -1, -1, -1
P-376, NONE, -1, -1, -1, -1, -1, -1
P-377, NONE, -1, -1, -1, -1, -1, -1
P-378, NONE, -1, -1, -1, -1, -1, -1
P-379, NONE, -1, -1, -1, -1, -1, -1
P-381, NONE, -1, -1, -1, -1, -1, -1
P-382, NONE, -1, -1, -1, -1, -1, -1
P-383, NONE, -1, -1, -1, -1, -1, -1
P-384, NONE, -1, -1, -1, -1, -1, -1
P-385, NONE, -1, -1, -1, -1, -1, -1
P-386, NONE, -1, -1, -1, -1, -1, -1
P-387, NONE, -1, -1, -1, -1, -1, -1
P-388, NONE, -1, -1, -1, -1, -1, -1
P-389, NONE, -1, -1, -1, -1, -1, -1
P-390, NONE, -1, -1, -1, -1, -1, -1
P-391, NONE, -1, -1, -1, -1, -1, -1
P-392, NONE, -1, -1, -1, -1, -1, -1
P-393, NONE, -1, -1, -1, -1, -1, -1
P-395, NONE, -1, -1, -1, -1, -1, -1
P-396, NONE, -1, -1, -1, -1, -1, -1
P-397, NONE, -1, -1, -1, -1, -1, -1
P-398, NONE, -1, -1, -1, -1, -1, -1
P-399, NONE, -1, -1, -1, -1, -1, -1
P-400, NONE, -1, -1, -1, -1, -1, -1
